Title,Price,Image_URL,Product_URL
"Агата Кристи: Вечеринка в хэллоуин (Эксмо)","129000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/655367cb989c9.jpg.webp","https://asaxiy.uz/uz/product/agata-kristi-vecherinka-v-hellouin-eksmo"
"Koinot (Mening birinchi ensiklopediyam)","35000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6288f164a4cde.jpg.webp","https://asaxiy.uz/uz/product/koinot-mening-birinchi-enciklopediyam"
"Fyodor Dostoyevskiy: Telba (qattiq muqova)","65000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5e15c083c4592.jpg","https://asaxiy.uz/uz/product/fyodor-dostoevskij-telba-2"
"Abu Homid G‘azzoliy: Nafs muolajasi","49000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6881e1e89d5a0.jpg","https://asaxiy.uz/uz/product/abu-homid-gazzoliy-nafs-muolajasi"
"Александр Дюма: Граф Монте Кристо (Kitob 1 - 2)","329000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/68357f116e3fe.png.webp","https://asaxiy.uz/uz/product/aleksandr-dyuma-graf-monte-kristo-ast"
"Abdulla Qodiriy: Jinlar bazmi","40000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67d810f7ac00a.jpg.webp","https://asaxiy.uz/uz/product/abdulla-qodiriy-jinlar-bazmi"
"Robert Kiyosaki  Sheron Lechter: Boy bola  aqlli bola","32000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/627a80382266d.jpg.webp","https://asaxiy.uz/uz/product/robert-kijosaki-sheron-lechter-boj-bola-aqlli-bola"
"O'lmas Umarbekov: Fotima va Zuhra","33000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/64ee3e197537a.jpg.webp","https://asaxiy.uz/uz/product/ulmas-umarbekov-fotima-va-zuhra"
"Nikkolo Makiavelli: Hukmdor mulohazalar (Respublikachilik haqida)","75000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/670a54791413f.jpg.webp","https://asaxiy.uz/uz/product/nikkolo-makiavelli-hukmdor-mulohazalar-respublikachilik-haqida"
"Pul: boshlang‘ich saboqlar","90000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/68ea21988b1b1.jpg","https://asaxiy.uz/uz/product/pul-boshlangich-saboqlar"
"Rustamjon Ummatov: Boburshoh va Napoleon omad buyuk insonlar ortidan ergashadi","69000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/671649519659d.jpg.webp","https://asaxiy.uz/uz/product/rustamjon-ummatov-boburshoh-va-napoleon-omad-buyuk-insonlar-ortidan-ergashadi"
"Alisher Navoiy: Xamsa","42900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5e15bc0724f40.jpg.webp","https://asaxiy.uz/uz/product/alisher-navoij-hamsa"
"Mustafa O'roqchi: Ada Lovely","25400","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/665dbdf9a57a9.jpg.webp","https://asaxiy.uz/uz/product/mustafa-uroqchi-ada-lovely-olimlar-izidan"
"Yashiringan aql (Bolajonlar uchun ertak kitoblar)","45000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6259697fa92ea.png.webp","https://asaxiy.uz/uz/product/yashiringan-akl"
"Deniel Uolter: Intizom kuchi","65000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67b5be8c254e9.jpg.webp","https://asaxiy.uz/uz/product/deniel-uolter-intizom-kuchi"
"Nabi Yildiz: Ohing Allohga omonat","53000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67ce915418604.jpg.webp","https://asaxiy.uz/uz/product/nabi-iildiz-ohing-allohga-omonatdir"
"Bir piyola tuz (Bolajonlar uchun ertak kitoblar)","38000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6554a4a33b2a2.jpg.webp","https://asaxiy.uz/uz/product/bir-piyola-tuz"
"Kinsun: Hayotni sokinlashtirish payti","54000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/641706b44cfe0.jpg.webp","https://asaxiy.uz/uz/product/kinsun-hayotni-sokinlashtirish-payti"
"Tosimasa Oota: Eng yaxshi dada!","43000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62fb2aa69f527.png.webp","https://asaxiy.uz/uz/product/tosimasa-oota-eng-yahshi-dada"
"Set Godin: Binafsha rang sigir","79000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/61b889b4049c2.jpg.webp","https://asaxiy.uz/uz/product/set-godin-binafsha-rang-sigir"
"Kamoliddin Rabbimov: Erkin millat poydevori (kirill)","99000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6991c48fe267f.jpg","https://asaxiy.uz/uz/product/kamoliddin-rabbimov-erkin-millat-poydevori-kirill"
"Imom Ibn Kasir: Payg‘ambarlar tarixi (2 ta kitob)","209000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/66b5f41ff3a51.jpg.webp","https://asaxiy.uz/uz/product/imom-ibn-kasir-paygambarlar-tarihi-2-ta-kitob"
"Келли Макгонигал: Сила воли. Как развить и укрепить","139000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/66a333ebac729.jpg.webp","https://asaxiy.uz/uz/product/kelli-makgonigal-sila-voli-kak-razvit-i-ukrepit-2"
"Abu Homid G'azzoliy: O'limdan so'ng","69000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6630e3db0813f.jpg.webp","https://asaxiy.uz/uz/product/abu-homid-gazzoliy-ulimdan-sung"
"Mettyu Dikson  Brent Adamson: Savdo chempionlari (yumshoq muqova)","49000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67c02aeac25cb.jpg.webp","https://asaxiy.uz/uz/product/mettyu-dikson-brent-adamson-savdo-chempionlari-yumshoq-muqova"
"Qudratxo'ja Musayev: Pocket Vocabulary B1","80300","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62f8cbd58a883.jpg.webp","https://asaxiy.uz/uz/product/kudrathuzha-musaev-pocket-vocabulary-b1"
"Элияху Голдратт  Джеф Кокс: Цель: Процесс непрерывного улучшения","199000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6107d98428cdf.jpg.webp","https://asaxiy.uz/uz/product/eliyahu-goldratt-dzhef-koks-cel-process-nepreryvnogo-sovershenstvovaniya"
"Nurali Qobul: Sukut suiqasdi yohud Stalindan Saddamgacha","53000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6624affec7335.jpg","https://asaxiy.uz/uz/product/nurali-kobul-sukut-suikasdi-yohud-stalindan-saddamgacha"
"Агата Кристи: Труп в библиотеке (Эксмо)","109000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6377437d75a46.jpg.webp","https://asaxiy.uz/uz/product/agata-kristi-trup-v-biblioteke-eksmo"
"Cherstin Lundberg Xan: Baxt pechenyesi","42900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67cf477275d8d.jpg.webp","https://asaxiy.uz/uz/product/chestin-lunderberg-han-baht-pechenesi"
"Belinda Kopitch: Raqobatga qarshi hamkorlik","47400","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67237703dbe09.jpg.webp","https://asaxiy.uz/uz/product/belinda-kopitch-raqobatga-qarshi-hamkorlik"
"Frensis Hojson Byornet: Kichkina Malika (yumshoq muqova)","59000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67c95352c4b9d.jpg.webp","https://asaxiy.uz/uz/product/frensis-hojson-byornet-kichkina-malika"
"Xudoyberdi To‘xtaboyev: Peshonasiga televizor yopishgan bolaning sarguzashtlari (Yoshlar matbuoti)","29000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/685d1df6cf7a7.png.webp","https://asaxiy.uz/uz/product/hudoyberdi-tuhtaboev-peshonasiga-televizor-yopishgan-bolaning-sarguzashtlari-yoshlar-matbuoti"
"Робин Шарма: Лидер без титула (АСТ)","139000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6807a19db78a1.jpg.webp","https://asaxiy.uz/uz/product/robin-sharma-lider-bez-titula-ast"
"Robert Kiyosaki  Sheron Lechter: Pul oqimining kvadranti (Best-Book)","55000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/679fa3095894f.jpg.webp","https://asaxiy.uz/uz/product/robert-kiyosaki-sheron-lechter-pul-oqimining-kvadranti-best-book"
"Arastu: Axloqi kabir: Aqlli inson emas  insofli  adolatli  mard kishi maqtovga loyiqdir","59000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/66cd6bbee8e85.jpg.webp","https://asaxiy.uz/uz/product/arastu-ahloqi-kabir-aqlli-inson-emas-insofli-adolatli-mard-kishi-maqtovga-loyiqdir"
"Dinozavrlar (Mening birinchi ensiklopediyam)","39000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6288f1d1e29cd.jpg.webp","https://asaxiy.uz/uz/product/dinozavrlar-mening-birinchi-enciklopediyam"
" Asaxiy Books yil bestsellerlari 2022  to‘plami","899000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/696b5b5d6cd4f.png","https://asaxiy.uz/uz/product/2020-jilning-eng-bestseller-kitoblar-tuplami-20ta-kitob"
"Qurbon Said: Ali va Nino","49000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62beeec1dfa39.jpg.webp","https://asaxiy.uz/uz/product/kurbon-said-ali-va-nino"
"Ahmadjon Boyqobilov: Dindagi muhim masalalar","32000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62123ddfc2a94.jpg.webp","https://asaxiy.uz/uz/product/ahmadzhon-boikobilov-dindagi-muhim-masalalar"
"Xayriddin Sulton: Yaldo kechasi (lotin)","82000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6950c6f362659.jpg","https://asaxiy.uz/uz/product/hayriddin-sulton-yaldo-kechasi-lotin"
"Saidmurod Davlatov: Qarzlar ko'z o'ngimizda  erib ketadi  (Matrix)","89000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/681f30ac27887.jpg.webp","https://asaxiy.uz/uz/product/saidmurod-davlatov-qarzlar-kuz-ungimizda-erib-ketadi-2024"
"Zeynep Gezici : Faryod","39000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/69b673963a475.jpg","https://asaxiy.uz/uz/product/zeynep-gezisi-faryod"
"Abdurasul Abdullayev: Daqiqa qadri (2-kitob)","45000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62aaf66f53eb4.jpg.webp","https://asaxiy.uz/uz/product/abdurasul-abdullaev-dakika-kadri-2-kitob"
"Salomat Vafo Dunyoning Siri","47400","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/65ae2203ea079.jpg.webp","https://asaxiy.uz/uz/product/salomat-vafo-dunyoning-siri"
"Qobiljon Shermatov: Buvamning oshqozonidagi mamlakat","85000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/61d9a313a2cb4.jpg.webp","https://asaxiy.uz/uz/product/kobilzhon-shermatov-buvamning-oshkozonidagi-mamlakat"
"Ahmad Lutfiy Qozonchi: Saodat asri qissalari. Xulofoi Roshidin (V-VIII kitoblar  4 juz)","249000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/678ca71ebe087.png.webp","https://asaxiy.uz/uz/product/ahmad-lutfiy-qozonchi-saodat-asri-qissalari-4-ta-kitob-2-qism"
"Jek Baxti (Bolajonlar uchun ertak kitoblar)","43000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6554a6983a740.jpg.webp","https://asaxiy.uz/uz/product/jek-baxti"
"Imom Abu Zakariyyo Yahyo ibn Sharaf an-Navaviy Dimashqiy: Riyozus Solihiyn (Solihlar gulshani) (3 ta kitob)","289000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/618d52b287d48.jpg.webp","https://asaxiy.uz/uz/product/imom-abu-zakariie-yahe-ibn-sharaf-an-navavii-dimashkii-riezus-solihiin-solihlar-gulshani"
"She'rlar: Bu elning o'g'lonlari","36300","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67d6bbb4d82b1.jpg.webp","https://asaxiy.uz/uz/product/sherlar-bu-elning-uglonlari"
"Luiza Mey Olkott: Kichkina xonimlar","63000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/63ad39cc35ceb.png.webp","https://asaxiy.uz/uz/product/luiza-mei-olkott-kichkina-honimlar"
"Berkutay Soysal: Kelmasang ham kutaman","45000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62a97ba3e69d7.jpg.webp","https://asaxiy.uz/uz/product/berkutai-soisal-kelmasang-ham-kutaman"
"G‘iyosiddin Yusuf: Kundalik odoblari","39000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67f50084e5f0e.jpg","https://asaxiy.uz/uz/product/iyosiddin-yusuf-kundalik-odoblari"
"Ха-Джун Чанг: Как устроена экономика (МИФ)","239000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5e15be54b8a1f.jpg.webp","https://asaxiy.uz/uz/product/ha-dzhun-chang-kak-ustroena-ekonomika"
"Algoritmlash va dasturlash asoslari. C++ tili asoslari. Amaliy qo‘llanma  nazariya  masalalar  mulohazalar  yechimlar  tavsiyalar (Akademnashr)","99000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6054816aba5fc.png.webp","https://asaxiy.uz/uz/product/algoritmlash-va-dasturlash-asoslari-s-tili-asoslari-amalij-kullanma-nazariya-masalalar-mulohazalar-echimlar-tavsiyalar-akademiknashr-2021"
"Ahil Chumchuqlar (Bolajonlar uchun ertak kitoblar)","45000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6469c9e6973e3.jpg.webp","https://asaxiy.uz/uz/product/ahil-chumchuqlar-bolajonlar-uchun-ertak-kitoblar"
"Karl Syuell  Pol Braun: Bir umrlik mijozlar","49000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/64e722df6718c.jpg.webp","https://asaxiy.uz/uz/product/karl-syuell-pol-braun-bir-umrlik-mijozlar"
"O‘tkir Hoshimov: Cho'l havosi (Nurli dunyo)","29000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/63d1111e6c96e.jpg.webp","https://asaxiy.uz/uz/product/utkir-hoshimov-chul-havosi"
"Dangasa Jek (Bolajonlar uchun ertak kitoblar)","39000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/626a7d2beda1a.png.webp","https://asaxiy.uz/uz/product/dangasa-zhek-bolazhonlar-uchun-ertak-kitoblar"
"Dr Peter Attia: Outlive. The science & art of longevity","129000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/649591cf833e6.jpg.webp","https://asaxiy.uz/uz/product/james-clear-atomic-habits-an-easy-proven-way-to-build-good-habits-break-bad-ones-soft-cover"
"Xudoyberdi To‘xtaboyev: Qaylardasan bolaligim (Yangi asr avlodi)","35000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/64f574de4dd79.jpg.webp","https://asaxiy.uz/uz/product/xudoyberdi-to-xtaboyev-kaylardasan-bolaligim"
"Марк Уолинн: Это началось не с тебя","219000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/68273a7e007b5.jpg.webp","https://asaxiy.uz/uz/product/mark-uolinn-eto-nachalos-ne-s-tebya-eksmo"
"Dunyoni o'zgartirgan moliyachilar","79000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67d061a91cc2d.jpg.webp","https://asaxiy.uz/uz/product/dunyoni-uzgartirgan-moliyachilar"
"Abdurasul Abdullayev: Zakovat zavqi","85000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/64884be620d60.jpg.webp","https://asaxiy.uz/uz/product/abdurasul-abdullaev-zakovat-zavqi"
"Brayan Treysi: Vaqt boshqaruvi (Time management)","65000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6811dbb054919.jpg.webp","https://asaxiy.uz/uz/product/braian-treisi-vakt-boshkaruvi-time-management"
"Joanna Ketlin Rouling: Garri Potter va ajal tuhfalari","49000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5f718e50c2ca9.png.webp","https://asaxiy.uz/uz/product/zhoanna-ketlin-rouling-garri-potter-va-azhal-tuhfalari"
"Anbiyo Yildirim:  Hadislarga Muhtoj Emasmiz  iddaosi ortida yotgan xarakatlar","42900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/65bd168ee0f9b.jpg.webp","https://asaxiy.uz/uz/product/anbiyo-yildirim-hadislarga-muhtoj-emasmiz-iddaosi-ortida-yotgan-harakatlar"
"Erdog'an Yildirim : Barchasi senga atalgan","47400","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/642ffd9a2073c.jpg.webp","https://asaxiy.uz/uz/product/erdogan-yildirim-barchasi-senga-atalgan"
"Joze Mauro de Vaskonselos: Azizim  Po'rtaxol","54000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62a5c6a3d21a1.jpg.webp","https://asaxiy.uz/uz/product/zhoze-mauro-de-vaskonselos-azizim-purtahol"
"Go'kan Kinsun: Seniki bo'lgan seni topadi","55000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/662a4eed52618.jpg.webp","https://asaxiy.uz/uz/product/gukan-kinsun-seniki-bulgan-seni-topadi"
"Erkin Malik: Shaytonvachchaning nayranglari (2-kitob)","41400","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67cf44fd864b1.jpg.webp","https://asaxiy.uz/uz/product/erkin-malik-shaitonvachchaning-nairanglari-2-kitob"
"Joanna Ketlin Rouling: Garri Potter va olov kuboki","49000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5e15c167d1307.jpg.webp","https://asaxiy.uz/uz/product/zhoanna-ketlin-rouling-garri-potter-va-olov-kuboki"
"Марк Мэнсон: Тонкое искусство пофигизма. Парадоксальный способ жить счастливо","69300","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5e9bdea3e680a.jpg.webp","https://asaxiy.uz/uz/product/mark-menson-tonkoe-iskusstvo-pofigizma-paradoksalnyj-sposob-zhit-schastlivo"
"Muslima Kundaligi (pushti muqova)","42000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/646e240c50756.jpg.webp","https://asaxiy.uz/uz/product/muslima-kundaligi"
"Xadicha Kubro Tongar: Barkamol farzand tarbiyasi","54000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/63be5823915ce.jpg.webp","https://asaxiy.uz/uz/product/hadicha-kubro-tongar-barkamol-farzand-tarbiyasi"
"Aviatsiya (Mening birinchi ensiklopediyam)","35000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6288f1fa8eebb.jpg.webp","https://asaxiy.uz/uz/product/aviatsiya-mening-birinchi-enciklopediyam"
"Michael Mandelbaum: Yigirmanchi asr titanlari","90000","https://assets.asaxiy.uz/product/main_image/desktop/68a4974314d1e.jpg","https://asaxiy.uz/uz/product/michael-mandelbaum-yigirmanchi-asr-titanlari"
"Meri Shelli: Frankenshteyn","69000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67b58b6b44904.jpg.webp","https://asaxiy.uz/uz/product/meri-shelli-frankenshteyn"
"Ana Huang: Twisted Games","299000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/691c7456600b7.png","https://asaxiy.uz/uz/product/twisted-games-ana-huang"
"Sabohiddin Ali: Ichimizdagi shayton","75900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6552585b73b5b.jpg.webp","https://asaxiy.uz/uz/product/sabohiddin-ali-ichimizdagi-shaiton"
"Doktor Ayman Rushdiy Suvayd: Suratli tajvid","169000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62a81cca0b82e.jpg.webp","https://asaxiy.uz/uz/product/doktor-aiman-rushdii-suvaid-suratli-tazhvid"
"Zahiriddin Muhammad Bobur: Boburnoma (Yangi asr avlodi)","59000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/65e31fa911c38.jpg.webp","https://asaxiy.uz/uz/product/zahiriddin-muhammad-bobur-boburnoma-yangi-asr-avlodi"
"Dominik Spenst: 6 daqiqa. Sizning hayotingizni o'zgartirib yuboradigan kundalik (lotin)","99000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67cecf874234b.jpg.webp","https://asaxiy.uz/uz/product/dominik-spenst-6-daqiqa-sizning-hayotingizni-uzgartirib-yuboradigan-kundalik-lotin"
"Ismoil Mahmud Marg‘iloniy: Bu dam fasli hidoyatdir","75900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/64ecfcac20cbc.jpg.webp","https://asaxiy.uz/uz/product/ismoil-mahmud-margiloniy-bu-dam-fasli-hidoyatdir"
"G'afur G'ulom: Yodgor","32000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/64ee44e962810.jpg.webp","https://asaxiy.uz/uz/product/gafur-gulom-yodgor"
"Li Myon Bak: Mo‘‘jiza sodir bo‘lmaydi (yumshoq muqova)","42800","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/60af7addc93b2.jpg.webp","https://asaxiy.uz/uz/product/li-myon-bak-mujiza-sodir-bulmaydi-yumshoq-muqova"
"Pirimqul Qodirov: Yulduzli tunlar (yumshoq muqova)","42900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67c9851ab1836.jpg.webp","https://asaxiy.uz/uz/product/pirimkul-kodirov-yulduzli-tunlar-yumshok-mukova"
"O‘tkir Hoshimov: Urushning so‘nggi qurboni (Nurli dunyo)","35000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/654de90b4e59e.jpg.webp","https://asaxiy.uz/uz/product/utkir-hoshimov-urushning-sunggi-qurboni-nurli-dunyo"
"Jadid adabiyoti namoyondalari: Abdulla Qodiriy","75000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/67d80e5330580.jpg.webp","https://asaxiy.uz/uz/product/zhadid-adabieti-namoendalari-abdulla-kodirii"
"Shoxrux-Mirzo Rahmonov: So‘z yodlash sirlari","42900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/627a7f365665b.jpg.webp","https://asaxiy.uz/uz/product/suz-yodlash-sirlari"
"Mark Tven: Shahzoda va gado","42900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/64c8d6ce43a06.jpg","https://asaxiy.uz/uz/product/mark-tven-shahzoda-va-gado"
"O'g'ri Hakka  (Bolajonlar uchun ertak kitoblar)","43000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/646c8a9f08b68.jpg.webp","https://asaxiy.uz/uz/product/ugri-hakka-bolajonlar-uchun-ertak-kitoblar"
"Chingiz Aytmatov: Asrni qaritgan kun","39000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5e15bf0f1fe39.jpg.webp","https://asaxiy.uz/uz/product/chingiz-ajtmatov-asrni-karitgan-kun"
"Robert Greene: The 48 Laws of Power","169000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6516ad7c8b587.jpg.webp","https://asaxiy.uz/uz/product/robert-greene-the-48-laws-of-power"
"Ernest Xeminguey: Alvido  qurol (qattiq muqova)","51000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/639332e69e451.jpg.webp","https://asaxiy.uz/uz/product/ernest-heminguei-alvido-kurol-kattik-mukova-2"
"Shayx Muhammad Sodiq Muhammad Yusuf: Kifoya","299000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/61d8260261ef4.jpg.webp","https://asaxiy.uz/uz/product/shaih-muhammad-sodik-muhammad-yusuf-kifoya"
"Erix Mariya Remark: Ortga yo'l","58400","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/62b5abc64ca94.jpg.webp","https://asaxiy.uz/uz/product/erih-mariya-remark-ortga-iul"
"Rasululloh sollallohu alayhi vasallamning ahli Ayollari","75000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5f51e78707c35.png.webp","https://asaxiy.uz/uz/product/rasulloh-sollallohu-alajhi-vasallamning-ahli-ayollari"
"Hojiakbar Ibrohim: Biz kimmiz","64000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/68039cfadf746.jpg.webp","https://asaxiy.uz/uz/product/hojiakbar-ibrohim-biz-kimmiz"
"Deyl Karnegi  Napoleon Xill: Shunday suhbatlashingki  sizni eshitishsin  tinglashsin va quloq solishsin","49000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/675ab4b86fb1e.jpg.webp","https://asaxiy.uz/uz/product/deyl-karnegi-napoleon-hill-shunday-suhbatlashingki-sizni-eshitishsin-tinglashsin-va-quloq-solishsin"
"Pirimqul Qodirov: Yulduzli tunlar (Turon zamin)","43000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/661d0af58a79a.png.webp","https://asaxiy.uz/uz/product/pirimqul-qodirov-yulduzli-tunlar-turon-zamin"
"O'lmas Umarbekov: Kimning tashvishi yo'q","32000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/64ee3afe4f2ac.jpg.webp","https://asaxiy.uz/uz/product/ulmas-umarbekov-kimning-tashvishi-yuq"
"Asaxiy Books kitoblariga obuna - 20 ta yangi kitob","1539000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/637f238dd1a22.jpg.webp","https://asaxiy.uz/uz/product/asaxiy-books-kitoblariga-obuna"
"Барбара Шер  Энни Готтлиб: Мечтать не вредно. Как получить то  чего действительно хочешь (мягкая)","42900","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/618bdb6b62bcd.jpg.webp","https://asaxiy.uz/uz/product/barbara-sher-enni-gottlib-mechtat-ne-vredno-kak-poluchit-to-chego-deistvitelno-hochesh-myagkaya"
"Azimboyev Zohidxon: Arab alifbosida Husnixat","25000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5e984ebd8e030.png.webp","https://asaxiy.uz/uz/product/azimboev-zohidhon-arab-alifbosida-usnihat"
"Joanna Ketlin Rouling: Garri Potter va Qaqnus ordeni","59000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/5e15bc5a09799.jpg.webp","https://asaxiy.uz/uz/product/zhoanna-ketlin-rouling-garri-potter-va-kaknus-ordeni"
"Shafiqa Yorqin: Quyosh Bizni Kutmoqda","47400","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/65e608e98e716.jpg.webp","https://asaxiy.uz/uz/product/shafiqa-yorqin-quyosh-bizni-kutmoqda"
"Artur Konan Doyl: Baskervillar iti (qissalar va hikoyalar)","58400","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/627264fb6ce7c.jpg.webp","https://asaxiy.uz/uz/product/artur-konan-dojl-baskervillar-iti-qissalar-va-hikoyalar"
"Yuqori Texnologiyalar. G'aroyibotdan Amaliyotga (Mening birinchi ensiklopediyam)","33000","https://cdn.asaxiy.uz/asaxiy-content/product/main_image/desktop/6288f2a7b841b.jpg.webp","https://asaxiy.uz/uz/product/yukori-tehnologiyalar-garoiibotdan-amalietga-mening-birinchi-enciklopediyam"
